134.4 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 36459 32 3 2 1 2 1
135.12 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 35524 32 3 2 1 2 1
135 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 25556 32 3 2 1 2 1
129.46 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 37541 32 3 2 1 2 1
135 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 36297 32 3 2 1 2 1
134 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 38023 32 3 2 1 2 1
158 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 34051 32 3 2 1 3 1
129.46 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 40554 32 3 2 1 2 1
179.03 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 37424 45 3 2 1 4 1
158 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 35444 32 3 2 1 3 1
135.12 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 38855 32 3 2 1 2 1
197 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 40610 51 4 2 1 4 1
134.4 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 42262 32 3 2 1 2 1
137.42 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 42862 45 3 2 1 2 1
137 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 39928 55 3 2 1 2 1
137 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 40146 45 3 2 1 2 1
129.46 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 43489 32 3 2 1 2 1
129.46 2012 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 41172 32 3 2 1 2 1
178.51 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 39214 55 4 2 1 3 1
179.03 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 41446 45 3 2 1 4 1
137.01 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 37078 55 3 2 1 2 1
198 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 42930 55 4 2 1 2 1
179.03 2012 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 39100 45 3 2 1 2 1
78.83 2001 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 21566 5 2 2 1 1 0
59.54 2002 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 20071 7 2 1 1 1 1
134 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 36418 32 3 2 1 2 1
83.5 2001 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 22156 7 3 1 1 1 0
137.42 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 37986 45 3 2 1 2 1
55.6 2001 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 18885 8 2 1 1 1 1
95.07 2018 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 18618 27 3 1 1 1 0
95.07 2018 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 18513 27 3 2 1 1 0
106.78 2002 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 20192 9 3 2 1 2 1
105.36 2002 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 20597 9 3 2 1 2 1
108.31 2002 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 17912 9 5 0 1 2 1
65.73 2002 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 20235 13 2 1 1 1 1
58.67 2015 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 25397 34 1 1 1 1 1
58.67 2016 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 26931 34 1 1 1 1 1
108.31 2002 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 21467 9 3 2 1 1 1
165 2006 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 13879 30 3 2 1 2 1
58.73 2006 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 37630 30 1 1 1 1 1
112.28 2006 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 24493 30 3 1 1 1 1
58.73 2006 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 36098 30 1 1 1 1 1
50 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 17520 33 1 0 1 1 1
50 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 16400 33 1 0 1 1 1
102.91 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 21067 33 3 2 1 1 1
86.79 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 25925 33 2 1 1 2 1
49.47 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 21225 33 1 0 1 1 1
61.24 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 22698 33 2 2 1 1 1
137.22 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 30608 11 4 2 1 2 1
137.22 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 24778 11 4 2 1 2 1
53.68 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 23659 33 1 1 1 1 1
54 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 22593 33 1 1 1 1 1
103 2012 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 27670 33 3 2 1 2 1
109.44 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 24763 33 3 2 1 2 1
53.68 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 23846 33 1 1 1 1 1
